HubSpot Link,Account Domain,Ticket ID,Cancellation Request Date,Cancellation Scheduled Date,Cancellation Status,Is client staying with Sierra?,Current Contract Term Fulfilled?,Churn Reason H2,New Provider,Sales Deal Owner,Outstanding Balance in Sierra? (overdue invoices only),Outstanding Balance in Google Ads?,CSM Assigned,Early Termination Fee (if paid),Early Termination Type,Ticket - Distinct count,Ticket Service Level,Pipeline,Site_DB,Account_Type,Site_Type,Site_Start_Date,Site_End_Date,Length of Service,Total_Leads,Active_Site_Users,Cancellation Reason Details,Leave any other comments here that you want to bring to our attention. ,Row Number,SiteID in HubSpot,SiteID in CAA,Company ID,OldID,Lifecycle Stage,Delayed Billing,ICP?,"What was your biggest goal with using Sierra, and where did we fall short?",Site_Status
https://app.hubspot.com/contacts/21458556/ticket/1370063264,cathyrock.com,1370063264,,2023-01-26,Cancelled Final,,Yes,,Brivity,Ashley Ali,,,,,,53,,Billing,6,Full Account,Pro Site,2020-03-04,2023-01-26,2.8986301369863012,557,4,,,274,,6-1951,8691939379,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2750532142,coldwellbankerontrack.com,2750532142,2024-05-22,2024-07-15,Cancelled Final,,Yes,,,,,,Melinie Weaver,,,72,Low Touch,Billing,11,Full Account,Pro Site,2018-09-18,2024-07-15,5.8273972602739725,870,33,"Although Lindsay has not provided a reason for the cancellation, some recent business changes behind the scenes, and customer service issues surrounding a recent domain name change, likely contributed. Rob approved the cancellation and confirmed that Lindsay was recently back in control of the account.",,1563,11-1087,11-1087,8691939763,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1693671824,homeislouisville.com,1693671824,,2023-06-15,Cancelled Final,,Yes,,,,59.95,,Cedric Zebaze,,,7,,Billing,1,Full Account,Legacy Site,2015-03-16,2023-06-15,8.254794520547945,29,3,,,747,,1-501,8691939905,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1412194606,trexlerrealestate.com,1412194606,,2023-07-01,Cancelled Final,,Yes,,,Ashley Ali,,,,,,126,,Billing,10,Full Account,Pro Site,2019-07-11,2023-07-03,3.9753424657534246,5940,6,,,345,,10-1466,8691939970,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1674167055,houseaddicts.com,1674167055,,2023-06-13,Cancelled Final,,Yes,,,Josh Wald,,,Cedric Zebaze,,,14,,Billing,3,Full Account,Pro Site,2020-02-12,2023-06-13,3.334246575342466,2025,5,,,720,,3-1902,8691939987,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1500955991,cravencountyliving.com,1500955991,,2023-03-31,Cancelled Final,,Yes,,,Gates Hoham,,,,,,16,Low Touch,Billing,7,Full Account,Pro Site,2021-12-14,2023-03-31,1.2931506849315069,3,1,,,467,,7-3715,8691940166,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1663669308,yourflhometeam.com,1663669308,,2023-06-27,Cancelled Final,,Yes,,,Josh Wald,,,,,,28,,Billing,2,Full Account,Pro Site,2021-05-06,2023-06-27,2.1424657534246574,1766,4,,,712,,2-3157,8691940202,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1269822884,thefurmangroup.com,1269822884,,,Client Retained/Changed Mind,,,,,,,,Blair Ackiss,,,132,,Billing,12,Full Account,Premier Site,2016-12-05,,,4077,4,,,142,12-616,12-616,8691940674,1,Customer,,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/1684435571,jtgrouplv.com,1684435571,,2023-07-11,Cancelled Final,,Yes,,,,,,,,,65,,Billing,3,Full Account,Pro Site,2020-06-01,2023-07-13,3.1095890410958904,3214,5,,,728,,3-2161,8691940762,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2291918404,floridapreferredproperties.com,2291918404,2024-01-24,2024-01-24,Cancelled Final,,Yes,,Real Geeks,,,,,,,37,Low Touch,Billing,2,CRM Only,CRM Only,2020-09-23,2024-01-24,3.336986301369863,5376,4,,,1301,,2-2511,8691941038,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1579650955,indianahomeclick.com,1579650955,,2023-05-01,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,44,,Billing,12,Full Account,Pro Site,2019-04-09,2023-05-10,4.063013698630137,2124,5,,,569,,12-1349,8691943281,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2083143779,maddenrealestate.com,2083143779,2023-11-17,2024-01-04,Cancelled Final,,Yes,,Brivity,,,,Cedric Zebaze,,,228,Core,Billing,,,,,,,,,,,1138,,,8691943334,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/1696756656,loukymls.com,1696756656,,2023-06-16,Cancelled Final,,Yes,,,,,,,,,8,,Billing,1,Full Account,Legacy Stealth Site,2010-02-24,2023-06-16,13.315068493150685,217,1,,,772,,1-250,8691943544,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2361932888,thehometeam.info,2361932888,2024-02-12,2024-03-04,Cancelled Final,,Yes,,,,,,,,,24,Low Touch,Billing,4,Full Account,Pro Site,2018-08-14,2024-03-04,5.558904109589041,3244,4,,,1341,,4-1031,8691943968,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1720175903,realestatemp.com,1720175903,,2023-07-26,Cancelled Final,,Yes,,Lofty (formerly Chime),,,,,,,25,,Billing,1,Full Account,Premier Site,2015-06-11,2023-07-26,8.128767123287671,0,4,,,810,,1-526,8691943980,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1323702642,legendsrealtygroup.co,1323702642,,2023-01-06,Cancelled Final,,Yes,,,Gates Hoham,,,,,,59,Low Touch,Billing,9,Full Account,Ace Site,2022-03-24,2023-01-06,0.7890410958904109,863,5,,,201,,9-3999,8691944316,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1606550133,spurlockhomesolutions.com,1606550133,,2023-05-15,Cancelled Final,,Yes,,Lofty (formerly Chime),,,,,,,119,,Billing,14,Full Account,Pro Site,2020-09-30,2023-05-22,2.621917808219178,12767,9,,,632,,14-2528,8691945320,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1352343913,medicinehatrealestate.com,1352343913,,2023-02-02,Cancelled Final,,Yes,,,Josh Wald,,,,,,3,,Billing,11,Full Account,Pro Site,2020-08-21,2023-02-02,2.452054794520548,51,2,,,241,,11-2419,8691945391,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2778789142,gillylopez.com,2778789142,2024-05-30,2024-05-30,Cancelled Final,,Yes,,,,,,,,,40,Low Touch,Billing,3,Full Account,Pro Site,2019-10-31,2024-05-31,4.583561643835616,8990,7,Client unresponsive to site pause reactivation. Pause was due to family/personal reasons.,,1590,3-1685,3-1685,8691945844,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2297733406,buysellinga.com,2297733406,2024-01-25,2024-02-09,Cancelled Final,,Yes,,,Ryan Anderson,,,,,,89,Low Touch,Billing,13,Full Account,Pro Site,2021-06-01,2024-02-09,2.6931506849315068,690,8,,,1304,,13-3207,8691945879,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1792034137,hanksrealtygroup.com,1792034137,,2023-09-11,Cancelled Final,,Yes,,,Ryan White,,,,,,54,Low Touch,Billing,7,Full Account,Pro Site,2019-02-15,2023-09-11,4.572602739726028,19775,5,,,880,,7-1279,8691953262,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1426234713,balihomes-md.com,1426234713,,2023-03-02,Cancelled Final,,Yes,,,Ryan White,,,,,,81,,Billing,10,Full Account,Pro Site,2020-09-04,2023-03-06,2.4904109589041097,10979,3,,,361,,10-2463,8691953269,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1278568281,calgarydreamhouses.com,1278568281,,2023-01-24,Cancelled Final,,Yes,,,Ryan Anderson,819.9,,Ryan Anderson,,,262,,Billing,11,Full Account,Pro Site,2019-04-30,2023-01-24,3.73972602739726,10832,5,,,157,11-1141,11-1384,8691953294,1,Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3297212344,searchallbirminghamhomes.com,3297212344,2024-09-09,,Cancellation Scheduled/in Progress,,,Price is too high,,,,,Ryan Anderson,,,62,,Support Pipeline,8,Full Account,Pro Site,2020-06-11,,,37088,5,,,1820,8-2205,8-2205,8691953474,1,Customer,,No,"The CRM side didnt work well for us, so we only used the website for 380.00. It was expensive",Active
https://app.hubspot.com/contacts/21458556/ticket/1126408601,middletennesseerealestate.net,1126408601,,,Cancelled Final,,,,,,899.9,,,,,34,,Billing,8,Full Account,Pro Site,2020-01-30,2022-10-20,,382,1,,,33,,8-1878,8691954062,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2395780429,homesinboise.com,2395780429,,,Pending,,,,,,,,Ryan Anderson,,,93,,Billing,3,Full Account,Pro Site,2020-10-01,,,3902,8,,,1358,3-2535,3-2535,8691954241,1,Customer,,Yes,,Active
https://app.hubspot.com/contacts/21458556/ticket/2412534353,platinumpalmproperties.com,2412534353,2024-02-23,2024-02-26,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,29,Low Touch,Billing,2,Full Account,Ace Site,2021-10-27,2024-02-26,2.334246575342466,293,5,,,940,,2-3571,8691954246,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1612372763,theturnerhometeam.com,1612372763,,2023-06-13,Cancelled Final,Yes - only cancelling child site,Yes,,,James Finnerty,,,,,,132,Low Touch,Billing,7,Full Account,Pro Site,2022-08-04,2023-06-13,0.8575342465753425,282,0,,,638,,7-4323,8691954576,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2972082781,thecorehomes.com,2972082781,2024-07-15,2024-07-16,Cancelled Final,,Yes,,Lofty (formerly Chime),,389.95,,Blair Ackiss,,,34,Low Touch,Billing,4,Full Account,Pro Site,2020-09-29,2024-07-16,3.797260273972603,7651,2,,,1692,4-2523,4-2523,8691955046,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1722032964,culkinfamilyhomes.com,1722032964,,2023-07-05,Cancelled Final,,Yes,,,,,,,,,55,,Billing,13,Full Account,Pro Site,2021-02-11,2023-07-05,2.3945205479452056,489,2,,,812,,13-2921,8691955126,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1565737477,stuartrealtycharleston.com,1565737477,,2023-04-16,Cancelled Final,,Yes,,kvCORE,Mia Newton,,,,,,49,,Billing,7,Full Account,Pro Site,2021-08-05,2023-05-22,1.6958904109589041,2109,2,,,535,,7-3364,8691955218,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1704759205,ultarealty.com,1704759205,,2023-07-20,Cancelled Final,,Yes,,,,,,,,,30,,Billing,10,Full Account,Pro Site,2017-09-05,2023-07-20,5.873972602739726,1158,10,,,795,,10-738,8691955235,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2399298719,themealsteam.com,2399298719,2024-02-20,2024-03-05,Cancelled Final,,Yes,,Ylopo,,,,,,,45,Low Touch,Billing,9,IDX Only,Pro Site,2022-07-15,2024-03-05,1.641095890410959,10267,11,,No,1348,,9-4290,8691955322,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3180334129,davidnygaardproperties.com,3180334129,2024-09-05,,Cancellation Scheduled/in Progress,,Yes,,,,,,Blair Ackiss,,,76,,Support Pipeline,10,Full Account,Pro Site,2019-12-12,,,3985,10,,,1813,10-1780,10-1780,8691955494,1,Customer,,Yes,,Active
https://app.hubspot.com/contacts/21458556/ticket/1738834239,movefraservalley.com,1738834239,,2023-08-01,Cancelled Final,,Yes,,,,,,,,,66,Low Touch,Billing,11,Full Account,Pro Site,2018-07-12,2023-08-01,5.057534246575343,43047,4,,,837,,11-1000,8691955804,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2276717570,annikagodfreygroup.com,2276717570,2024-01-18,2024-02-01,Cancelled Final,,No,,,Charles Moreno,,,,,At No Further Penalty,27,Core,Billing,4,Full Account,Pro Site,2019-09-23,2024-02-01,4.361643835616438,197,5,,,1285,,4-1596,8691955830,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3080945561,modusrealestate.com,3080945561,2024-08-09,2024-08-27,Cancelled Final,,Yes,I found another solution,Lofty (formerly Chime),Charles Moreno,,,Ryan Anderson,,,213,Core,Billing,3,Full Account,Premier Site,2017-03-09,2024-08-27,7.473972602739726,11534,70,"asked you for multi locations in 1 site, request denied even after a year of saying it was coming",,1754,3-653,3-653,8691955857,1,Lost Customer,,Yes,"asked you for multi locations in 1 site, request denied even after a year of saying it was coming",Delete
https://app.hubspot.com/contacts/21458556/ticket/1728828444,jeffduncanrealtor.com,1728828444,,2023-10-12,Short Term Reactivation,,Yes,,Inside Real Estate,,,,Melinie Weaver,,,64,Core,Billing,1,Full Account,Pro Site,2020-09-21,2024-08-01,3.0575342465753423,2758,5,,,827,1-2495,1-2495,8691956292,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3055232780,jeffduncanrealtor.com,3055232780,2024-07-31,2024-08-01,Cancelled Final,,Yes,My business is restructuring or I’m leaving the industry,,,381.55,,Melinie Weaver,,,64,Core,Billing,1,Full Account,Pro Site,2020-09-21,2024-08-01,3.863013698630137,2758,5,,,1729,1-2495,1-2495,8691956292,1,Lost Customer,,No,"You didn't fall short. I have to cut expenses, since I no longer have a team. Treading water is now the goal, while waiting to see what happens with the industry.",Delete
https://app.hubspot.com/contacts/21458556/ticket/1899237191,designed2sellregroup.com,1899237191,,2023-09-21,Cancelled Final,,Yes,,Compass; Other,,,,,,,44,Low Touch,Billing,9,Full Account,Pro Site,2018-12-05,2023-09-21,4.7972602739726025,2181,3,,,969,,9-1177,8691960683,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2995717149,blueutopiarealty.com,2995717149,2024-07-22,2024-07-22,Cancelled Final,,Yes,I wasn’t using it enough,Real Geeks,,,,Ryan Anderson,,,54,Low Touch,Billing,9,Full Account,Pro Site,2020-07-10,2024-07-22,4.035616438356165,5732,4,"Requested immediate cancellation and refund on day of billing 7/22/24. His team has not been utilizing the system and have moved to Real Geeks. They have had ongoing issues related to Dialer numbers appearing as spam to their clients, which he indicated we had been unable to resolve.",,1707,9-2303,9-2303,8691960991,1,Lost Customer,,No,"Lead generation, phone line being tagged as spam.",Delete
https://app.hubspot.com/contacts/21458556/ticket/1959218458,hunterwestproperties.com,1959218458,,2023-10-06,Cancelled Final,,Yes,,,,,,,,,11,Low Touch,Billing,4,Full Account,Pro Site,2020-05-26,2023-10-06,3.3643835616438356,18,1,,,1035,,4-2151,8691961088,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1501014197,chapinrealestate.co,1501014197,,2023-03-28,Cancelled Final,,Yes,,,Josh Wald,,,,,,7,,Billing,2,Full Account,Pro Site,2020-09-22,2023-03-28,2.5123287671232877,614,9,,,466,,2-2507,8691961677,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1933729028,txnorthrealty.com,1933729028,,2023-12-11,Cancelled Final,,Yes,,Reliance Network,Mia Newton,,,,,,20,Low Touch,Billing,9,Full Account,Pro Site,2021-03-19,2023-12-11,2.7315068493150685,829,1,,,1013,,9-3044,8691961759,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1915264104,katempearce.com,1915264104,,2023-11-16,Cancelled Final,,Yes,,,Ryan Anderson,819.9,,Cedric Zebaze,,,23,Low Touch,Billing,5,Full Account,Pro Site,2021-05-05,2023-11-16,2.5342465753424657,1105,1,,,988,,5-3155,8691962293,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1886541428,heuserhomes.com,1886541428,,2023-09-14,Cancelled Final,,No,,Compass,Ryan Anderson,,,,,At No Further Penalty,28,Low Touch,Billing,9,CRM Only,CRM Only,2020-05-12,2023-09-14,3.3424657534246576,2,2,,,950,,9-2106,8691962637,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1852581997,meltonteam.com,1852581997,,2023-10-23,Cancelled Final,,Yes,,,Josh Wald,819.9,,,,,11,Low Touch,Billing,10,Full Account,Pro Site,2018-05-31,2023-10-23,5.4,3919,8,,,927,,10-947,8691968547,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3163567965,mg-realtors.com,3163567965,2024-08-29,2024-09-09,Cancelled Final,,Yes,My brokerage provided me a solution,,Ryan Anderson,,,Ryan Anderson,,,9,Low Touch,Billing,2,Full Account,Pro Site,2022-01-14,2024-09-09,2.654794520547945,3006,3,,,1799,2-3800,2-3800,8691969601,1,Lost Customer,,No,"Creating a space for lead generation and client relations. You did not fall short, my brokerage provided another option.",Delete
https://app.hubspot.com/contacts/21458556/ticket/2672992583,limbirdteam.com,2672992583,2024-05-02,,Client Retained/Changed Mind,,Yes,,Brivity,,,,Ryan Anderson,,,277,Low Touch,Billing,16,Full Account,Premier Site,2018-05-14,,,66173,9,,,1512,16-937,16-937,8691976510,1,Customer,,Yes,,Active
https://app.hubspot.com/contacts/21458556/ticket/2302114469,redliongroup.ca,2302114469,2024-01-26,2024-02-13,Cancelled Final,Yes - client is keeping separate Sierra site(s) active,Yes,,,,,,,,,134,Low Touch,Billing,11,Full Account,Pro Site,2020-07-30,2024-03-12,3.5424657534246577,4846,1,,,1306,,11-2355,8691976829,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1676334208,therealestateshoppetx.com,1676334208,,2023-06-18,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,30,Low Touch,Billing,9,Full Account,Pro Site,2022-03-01,2023-06-21,1.2986301369863014,1032,16,,,726,,9-3929,8691977332,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1693431872,villasellsnorcal.com,1693431872,,2023-06-23,Cancelled Final,,Yes,,,,,,,,,79,,Billing,4,Full Account,Pro Site,2020-09-23,2023-06-23,2.747945205479452,18880,2,,,740,,4-2508,8691977347,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1377721785,terangilmette.com,1377721785,,2023-03-17,Cancelled Final,,Yes,,,Gates Hoham,919.9,,,,,30,Low Touch,Billing,2,Full Account,Pro Site,2021-05-28,2023-03-17,1.8027397260273972,21360,5,,,282,,2-3201,8691977596,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1565227140,beyondre.ca,1565227140,,2023-08-28,Cancelled Final,,Yes,,,,,,,,,29,Low Touch,Billing,11,Full Account,Pro Site,2020-04-29,2023-08-28,3.3315068493150686,637,2,,,542,,11-2075,8691977814,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/3400552777,theramicgroup.com,3400552777,2024-09-13,2024-09-26,Cancellation Scheduled/in Progress,,Yes,My business is restructuring or I’m leaving the industry,,Emily Blake,,,Ryan Anderson,,,49,Low Touch,Billing,2,Full Account,Ace Site,2021-07-13,,3.208219178082192,2343,1,Leaving RE industry; not practicing RE,,1832,2-3304,2-3304,8691977818,1,Customer,,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/3152719880,houserealtytn.com,3152719880,2024-08-06,2024-09-03,Cancelled Final,,Yes,I wasn’t using it enough,,James Finnerty,,,Melinie Weaver,,,18,Core,Billing,8,Full Account,Pro Site,2019-05-08,2024-09-03,5.328767123287672,2521,10,"Per survey, client wasn't using the platform much.  Low activity on the Accountability Dashboard shows this, with only two active users.  All other users logged in 2 years ago or longer.",,1786,8-1398,8-1398,8691978017,1,Lost Customer,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1333579305,thewilliamsteam.com,1333579305,,2023-02-20,Cancelled Final,,Yes,,,Josh Wald,,,,,,35,,Billing,16,Full Account,Pro Site,2020-03-30,2023-02-20,2.8958904109589043,6528,2,,,209,,16-2007,8691978542,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2469641799,homeswithemily.com,2469641799,2024-03-11,2024-04-01,Cancelled Final,,Yes,,,,,,,,,35,Low Touch,Billing,1,Full Account,Pro Site,2019-04-04,2024-04-15,4.997260273972603,1025,5,,,1402,,1-1339,8691978918,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1280260229,roopler.com,1280260229,,2023-01-25,Cancelled Final,,Yes,,,Ryan Anderson,599.9,,,,,1,,Billing,4,CRM Only,CRM Only,2021-10-19,2023-01-25,1.2684931506849315,3747,3,,,164,,4-3545,8691984030,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2161574976,ringlingg.com,2161574976,2023-12-12,2024-02-06,Cancelled Final,,Yes,,,Josh Wald,,,,,,42,Low Touch,Billing,6,Full Account,Pro Site,2021-03-31,2024-02-06,2.8547945205479452,1830,1,,,1199,,6-3076,8691984783,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2001498956,amandahowardsir.com,2001498956,,2023-11-01,Cancelled Final,,Yes,,Boomtown,,,,Blair Ackiss,,,78,Core,Billing,,,,,,,,,,,1049,8-716,,8691988844,1,Customer,Yes,No,,
https://app.hubspot.com/contacts/21458556/ticket/1773292394,themerazgroup.com,1773292394,,2023-11-28,Cancelled Final,,Yes,,Follow Up Boss (FUB),Ryan Anderson,,,,,,79,Low Touch,Billing,3,Full Account,Pro Site,2022-08-15,2023-11-28,1.2876712328767124,2542,1,,,860,,3-4347,8691991851,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1166058043,aaronwolfgroup.com,1166058043,,,Pending,,,,,,,,Ryan Anderson,,,11,,Billing,2,Full Account,Pro Site,2021-09-30,2022-10-18,,0,2,,,76,2-3498,2-3498,8691992082,1,Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1606569239,gittsolditnebraska.com,1606569239,,2023-05-10,Cancelled Final,,Yes,,,Gates Hoham,,,Melinie Weaver,,,98,,Billing,3,Full Account,Pro Site,2021-06-17,2023-06-08,1.895890410958904,1515,3,,,597,2-3150,3-3250,8692001602,1,Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1933186916,searchhomesinsb.com,1933186916,,2023-10-06,Cancelled Final,,Yes,,,,,,,,,31,Low Touch,Billing,4,Full Account,Pro Site,2020-03-25,2023-10-06,3.5342465753424657,1673,2,,,1010,,4-1996,8692001640,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2943758632,jacquelinemoraleshomesteam.com,2943758632,2024-07-09,2024-07-17,Cancelled Final,,Yes,,,Ryan Anderson,499.95,,Blair Ackiss,,,42,Low Touch,Billing,6,CRM Only,CRM Only,2021-06-10,2024-07-17,3.1041095890410957,951,3,,,1685,6-3233,6-3233,8692002070,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1428948649,homeinfodallas.com,1428948649,,2023-02-27,Cancelled Final,,Yes,,,Josh Wald,,,,,,29,Low Touch,Billing,9,Full Account,Ace Site,2020-01-31,2023-02-27,3.0767123287671234,3595,8,,,366,,9-1879,8692009083,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1180714508,yourhomewithamalia.com,1180714508,,,Pending,,,,,,,,,,,40,,Billing,10,Full Account,Pro Site,2021-04-06,2022-11-21,,380,1,,,92,,10-3085,8692009535,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1594458189,,1594458189,,,Pending,,,,,,,,,,,5,Low Touch,Billing,,,,,,,,,,,607,,,8692494401,1,,,No,,
https://app.hubspot.com/contacts/21458556/ticket/2903169084,camelotrealestategroup.com,2903169084,2024-06-27,2024-07-24,Cancelled Final,,Yes,My brokerage provided me a solution,,Gates Hoham,,,Melinie Weaver,,At No Further Penalty,32,Low Touch,Billing,6,Full Account,Pro Site,2022-01-06,2024-07-24,2.547945205479452,193,1,Client is receiving a CRM through their brokerage.,,1650,6-3777,6-3777,8692494464,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1641821828,florenceschomesearch.com,1641821828,,2023-11-02,Cancelled Final,,Yes,,,James Finnerty,,,,,,13,Low Touch,Billing,7,Full Account,Ace Site,2022-04-20,2023-11-02,1.536986301369863,28,11,,,681,,7-4064,8692510130,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1807246866,beautifulhomesga.com,1807246866,,2023-08-28,Cancelled Final,,Yes,,,,,,,,,3,Low Touch,Billing,13,Full Account,Pro Site,2020-03-26,2023-08-28,3.4246575342465753,53,1,,,898,,13-1997,8692510273,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2952590118,newkirkindy.com,2952590118,2024-07-11,2024-07-18,Cancelled Final,,Yes,,,Mia Newton,,,Melinie Weaver,,,19,,Billing,12,Full Account,Pro Site,2020-07-07,2024-07-18,4.032876712328767,182,4,"No reason provided at time of cancellation.  Customer since 2020, still on old pricing $399.95/mo base",,1690,12-2284,12-2284,8692510325,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1255374218,realestatesnv.com,1255374218,,,Cancelled Final,,Yes,,,,819.9,,Cedric Zebaze,,,7,,Billing,3,Full Account,Pro Site,2020-06-24,2023-03-09,,1091,1,,,112,,3-2239,8692527513,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1258285063,sellingsouthernutah.com,1258285063,,,Pending,,,,,,,,,,,55,,Billing,3,Full Account,Pro Site,2020-09-11,2022-12-05,,4363,4,,,113,,3-2472,8692558637,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1532462682,onelinkhomes.com,1532462682,,2023-05-01,Cancelled Final,,Yes,,Lofty (formerly Chime),Ryan Anderson,,,,,,77,Low Touch,Billing,3,Full Account,Pro Site,2022-04-19,2023-05-01,1.0328767123287672,12692,9,,,515,,3-4062,8692952714,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1403943808,solisestates.ca,1403943808,,2023-03-10,Cancelled Final,,Yes,,,James Finnerty,,,,,,31,Low Touch,Billing,11,Full Account,Pro Site,2022-04-12,2023-03-10,0.9095890410958904,978,5,,,325,,11-4042,8692954272,1,,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2017627046,thehardmanteam.com,2017627046,,2023-10-30,Cancelled Final,,Yes,,Lofty (formerly Chime),Tasha Stevens,,,,,,40,Low Touch,Billing,10,Full Account,Pro Site,2022-01-18,2023-10-30,1.7808219178082192,3585,6,,,1061,,10-3813,8692954379,1,,,Yes,,Delete
https://app.hubspot.com/contacts/21458556/ticket/2047904531,athomeottawa.com,2047904531,,2023-12-13,Cancelled Final,,Yes,,,Tasha Stevens,,,,,,67,Low Touch,Billing,11,Full Account,Pro Site,2022-01-13,,1.915068493150685,625,1,,,1088,11-3796,11-3796,8692954390,1,Customer,Yes,No,,Active
https://app.hubspot.com/contacts/21458556/ticket/2782606441,walkerresidentialgroup.com,2782606441,2024-05-29,2024-07-10,Cancelled Final,,Yes,,Luxury Presence,Tasha Stevens,,,Melinie Weaver,,,15,Low Touch,Billing,9,Full Account,Pro Site,2022-01-31,2024-07-10,2.441095890410959,1872,4,"""We do not need the robust backend that Sierra offers and we do not use it.""",,1572,9-3856,9-3856,8692988219,1,Lost Customer,,No,,Delete
https://app.hubspot.com/contacts/21458556/ticket/1625684818,mountainhomesandloans.com,1625684818,,2023-10-20,Cancelled Final,,No,,,Tasha Stevens,,,,,At No Further Penalty,20,Low Touch,Billing,3,Full Account,Pro Site,2022-03-07,2023-10-20,1.621917808219178,89,1,,,655,,3-3953,8692994852,1,,,No,,Delete
